NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county
"Harris County, Georgia",0500000US13145,31401,42.0,24810,5432,93,145,0,303,13293,11321,10014,1307,4321,30,85,233,84,663,3226,209400,136,31045,2417,31363,708,67299,19065,11049,512,19770,18998,17358,5176,13,145
"Hart County, Georgia",0500000US13147,25130,42.9,19824,4910,0,4,32,77,12865,9617,7481,2136,5017,272,33,59,775,752,3126,114600,75,24419,5034,19252,138,35685,15926,8696,107,15070,14567,13168,1941,13,147
"Heard County, Georgia",0500000US13149,11758,39.5,10161,1328,0,72,0,19,5120,4364,3229,1135,3215,51,16,34,230,395,2489,86800,13,11632,2867,17381,33,39167,8775,2793,116,7194,7066,6271,468,13,149
"Henry County, Georgia",0500000US13151,199115,35.1,113302,70687,381,5968,165,4033,75626,68128,53324,14804,42166,90,283,236,1227,5162,35168,167600,168,197657,18872,25949,1548,64251,109068,71902,3435,124671,111663,108702,29466,13,151
"Houston County, Georgia",0500000US13153,137887,34.4,88417,38817,184,3150,25,3894,57814,50871,34658,16213,42581,16,434,340,1547,5701,34543,134200,71,135608,17279,25329,1171,55738,74504,53074,3316,86704,79073,73213,19323,13,153
"Irwin County, Georgia",0500000US13155,9625,37.0,6814,2718,21,0,0,51,4047,3162,2477,685,1741,0,0,165,10,339,1227,78900,28,9062,1819,17062,11,40379,7795,1754,16,5846,5697,4861,381,13,155
"Jackson County, Georgia",0500000US13157,59798,36.8,52595,4297,105,1025,48,832,23645,21266,16359,4907,13397,62,195,354,1151,2504,9131,163700,130,59010,8589,22465,336,52883,40192,16237,505,37218,33941,32176,6209,13,157
"Jasper County, Georgia",0500000US13159,13800,37.8,10128,3019,276,104,28,142,6121,5052,3813,1239,3245,9,42,163,332,593,2106,121600,0,13658,2697,20440,137,44404,10289,2883,94,8640,8172,7458,1229,13,159
"Jeff Davis County, Georgia",0500000US13161,14783,36.5,11466,2322,25,54,19,897,6432,5695,4045,1650,4405,251,59,324,480,432,2859,83800,19,14645,3466,17127,11,35336,11723,2399,55,8810,8096,7550,980,13,161
"Jefferson County, Georgia",0500000US13163,16877,38.1,7125,9357,39,30,0,236,7311,6227,4386,1841,5167,29,149,221,342,1554,2872,69800,19,16322,4690,14974,34,29178,14153,2380,96,10028,9751,8547,766,13,163
"Jenkins County, Georgia",0500000US13165,8322,35.8,4944,2842,0,0,0,317,4377,2954,2096,858,2398,0,72,57,258,633,1378,67300,0,8223,2500,15243,39,25467,6629,1139,90,4715,4277,4108,587,13,165
"Johnson County, Georgia",0500000US13167,10034,40.2,6202,3565,5,159,0,39,4087,3366,2418,948,2262,30,43,168,140,401,1480,66000,0,8290,2117,16178,92,31301,8729,1142,45,6459,6297,5653,649,13,167
"Jones County, Georgia",0500000US13169,28488,38.8,20854,7135,0,208,0,164,11606,10466,8470,1996,5248,26,52,84,274,1153,3659,137300,34,28203,4250,23185,210,51265,22173,5452,216,17493,16936,15498,2731,13,169
"Lamar County, Georgia",0500000US13171,18035,38.0,11879,5642,59,107,0,213,7422,6307,4211,2096,5496,29,46,132,634,574,4081,120800,13,17058,3492,18058,54,39684,14801,2825,174,11629,11408,9197,1016,13,171
"Lanier County, Georgia",0500000US13173,9779,32.8,6768,2308,0,261,0,285,4124,3350,2162,1188,3179,89,71,9,82,387,2541,130600,13,9382,1958,17472,62,40878,6550,2840,116,5945,5697,4955,663,13,173
"Laurens County, Georgia",0500000US13175,48163,37.8,29672,17219,74,519,0,250,21284,17636,12046,5590,14844,149,159,233,1388,3102,9813,89600,25,46981,10071,19358,297,37640,39519,7435,196,28893,27855,24781,4089,13,175
"Lee County, Georgia",0500000US13177,28251,35.8,21897,5287,18,554,0,167,10310,9522,7195,2327,6533,0,12,53,271,773,5424,149700,0,27037,2793,24121,290,58252,20193,7055,290,17969,17347,15644,3095,13,177
"Liberty County, Georgia",0500000US13179,64320,27.6,30655,26799,257,1334,463,2762,26380,22907,11659,11248,31226,122,18,50,949,2922,27165,125700,48,61917,10601,20034,305,44146,20896,35475,4006,40904,36177,31373,5606,13,179
"Lincoln County, Georgia",0500000US13181,8045,44.2,5252,2609,24,23,0,12,4791,3346,2763,583,1415,24,37,69,214,275,796,103600,5,7967,2056,20242,22,36741,6083,1829,50,4972,4850,4220,439,13,181
"Long County, Georgia",0500000US13183,13738,30.2,8997,3629,143,51,0,792,5819,4748,3007,1741,5109,0,184,0,219,749,3957,85100,0,13371,2881,15661,0,38785,6842,5759,355,8607,7814,6918,614,13,183
"Lowndes County, Georgia",0500000US13185,107172,29.9,62521,38301,205,1432,27,2309,43251,38605,22507,16098,42510,385,244,609,2101,5805,33366,132200,92,102160,22908,20040,658,38535,63946,36722,1932,70415,65293,51306,11954,13,185
"Lumpkin County, Georgia",0500000US13187,29419,36.2,27716,487,211,154,0,508,12677,10841,7771,3070,8237,22,0,139,357,1362,6357,169800,24,27620,4495,20949,170,43704,17870,10131,175,19661,18554,14883,3038,13,187
"McDuffie County, Georgia",0500000US13189,21739,38.0,12726,8772,82,42,0,1,9323,8292,5394,2898,7825,101,26,253,802,1747,4896,99600,16,21387,4107,17760,113,36841,17270,4133,131,13067,12776,11247,1527,13,189
"McIntosh County, Georgia",0500000US13191,14065,44.0,8590,5242,53,49,0,95,8966,5583,4388,1195,2466,0,166,197,347,385,1371,99000,54,13757,2127,20395,29,37194,10414,3499,29,8605,8426,7146,1048,13,191
"Macon County, Georgia",0500000US13193,14560,39.2,5241,8410,13,695,0,198,6103,4716,3066,1650,4266,20,49,249,604,1019,2325,68900,27,13182,3554,14398,22,28726,10942,2560,85,9342,8377,7801,962,13,193
"Madison County, Georgia",0500000US13195,27915,38.6,24793,2331,42,208,0,290,11739,9379,7098,2281,6823,171,33,436,633,996,4554,128000,90,27708,5097,18992,72,41407,21777,5462,101,17206,16586,15030,1994,13,195
"Marion County, Georgia",0500000US13197,8536,39.9,5138,2832,0,94,66,279,4082,3223,2367,856,2129,13,34,32,171,478,1401,78200,12,8427,1824,17532,10,32610,5718,2232,172,5204,4678,4485,204,13,197
"Meriwether County, Georgia",0500000US13199,22213,40.3,12730,9206,19,21,0,54,9981,8183,5716,2467,6726,63,49,22,522,1772,4298,94200,73,21634,4071,18145,42,37028,18872,3189,15,13476,13332,11570,1012,13,199
"Miller County, Georgia",0500000US13201,6140,40.4,4276,1804,9,0,0,0,2796,2552,1847,705,1723,50,75,17,127,297,1157,81000,0,5976,1096,19558,25,33248,4937,1083,6,3523,3473,2997,389,13,201
"Mitchell County, Georgia",0500000US13205,23677,37.2,11541,11450,11,126,26,379,9011,8021,5276,2745,7585,242,247,488,1111,1197,4300,81100,55,21596,5215,16489,85,37597,19829,3243,69,14679,13956,12478,1364,13,205
"Monroe County, Georgia",0500000US13207,26203,40.5,19067,6465,22,115,0,231,10544,9291,7405,1886,5150,193,65,190,1266,1000,2436,143000,10,24983,3398,23671,138,48632,19889,5715,116,16694,16256,14426,2827,13,207
"Montgomery County, Georgia",0500000US13209,9121,36.3,6328,2491,0,27,0,237,3916,3291,2331,960,2261,36,5,202,379,413,1226,76600,19,8290,1791,16884,35,34933,7331,1312,12,5958,5561,4677,761,13,209
"Morgan County, Georgia",0500000US13211,17876,40.6,13086,4352,26,127,0,85,7458,6478,4860,1618,4163,10,94,182,487,922,2468,184700,138,17632,2799,27459,384,46918,13172,4095,96,10843,10361,9617,2508,13,211
"Murray County, Georgia",0500000US13213,39800,35.9,37056,467,98,128,7,1359,15973,14300,10048,4252,11289,12,10,196,504,2599,7968,99200,53,39330,7649,16748,84,37004,26366,9995,203,24877,21711,21414,1647,13,213
"Muscogee County, Georgia",0500000US13215,188548,33.6,88711,85164,531,4262,318,3714,82518,72087,39611,32476,77965,228,820,1411,4055,9038,62413,134900,261,176127,33164,22726,1765,41088,97257,76568,5234,118262,105883,94983,21480,13,215
"Newton County, Georgia",0500000US13217,98864,34.3,55027,38704,317,1068,4,1225,38079,33634,25334,8300,24917,270,99,388,1174,2129,20857,144500,60,97154,13599,21246,494,51691,60226,31092,1167,60998,56636,52181,10601,13,217
"Oconee County, Georgia",0500000US13219,32246,38.8,28678,1571,10,951,6,468,12302,11155,9148,2007,5480,47,3,98,363,1115,3854,234400,172,32093,2616,33863,838,75136,19671,10713,308,19645,18040,17175,8231,13,219
"Oglethorpe County, Georgia",0500000US13221,14686,41.4,11489,2597,22,91,0,131,6433,4793,3947,846,2428,20,40,154,94,312,1808,134500,0,14563,2350,19052,73,43255,10916,3337,169,9098,8789,7972,1298,13,221
"Paulding County, Georgia",0500000US13223,139067,33.5,110431,23449,370,1135,0,1153,51572,47691,38889,8802,26309,146,73,616,589,3073,21812,147700,128,138287,12377,23700,704,63023,80240,51278,1708,87217,81706,76105,18113,13,223
"Peach County, Georgia",0500000US13225,27349,34.4,13177,12587,4,232,7,820,10929,9188,6354,2834,8445,30,13,239,921,1241,6001,118900,0,25041,6507,18735,92,41333,19906,5562,392,17914,16507,13300,2467,13,225
"Pickens County, Georgia",0500000US13227,29406,41.5,28246,378,143,141,1,286,13624,11116,8821,2295,6024,36,0,60,297,689,4942,169900,206,28998,3422,26206,408,50582,20188,8171,218,18138,17456,16019,3234,13,227
"Pierce County, Georgia",0500000US13229,18457,38.3,15891,1856,9,61,0,546,7911,6914,5164,1750,4129,88,0,156,358,577,2950,79900,15,18190,3380,18287,45,37489,14290,3633,87,11113,10500,9620,1212,13,229
"Pike County, Georgia",0500000US13231,17646,37.9,15342,1960,74,23,0,27,6756,6012,5006,1006,3022,13,3,92,357,182,2375,156500,64,17263,2009,21922,69,56433,13605,3747,112,10709,10571,9359,1552,13,231
"Polk County, Georgia",0500000US13233,41233,36.6,33817,5297,96,315,30,1224,16877,14675,10320,4355,12754,71,64,205,680,2072,9662,109200,30,40367,8975,18274,116,38514,31913,5975,239,24739,21520,20816,2488,13,233
"Pulaski County, Georgia",0500000US13235,11732,41.8,8397,3152,0,18,51,22,5291,4245,3056,1189,2816,10,115,133,396,730,1432,81200,0,10411,1376,16679,14,32424,9112,2298,43,8082,7668,7241,593,13,235
"Putnam County, Georgia",0500000US13237,21128,44.5,14536,5797,0,59,0,623,12734,8782,6771,2011,4988,0,26,73,540,1063,3286,150200,274,20887,2572,27000,358,41756,14256,5693,103,13087,11911,11332,1982,13,237
"Quitman County, Georgia",0500000US13239,2489,39.6,1179,1279,0,12,0,0,1762,946,645,301,980,33,0,9,258,250,430,68600,7,2489,624,14894,8,32656,1419,1057,1,1383,1330,1086,79,13,239
"Rabun County, Georgia",0500000US13241,16302,45.5,15344,187,21,272,0,279,12286,6908,5209,1699,4188,14,0,7,63,563,3541,183600,322,16148,3365,22423,185,33533,8828,6253,110,9571,8419,8526,1956,13,241
"Randolph County, Georgia",0500000US13243,7678,39.7,2780,4530,2,49,0,27,4094,3018,2227,791,1971,12,173,109,125,494,1058,61100,36,7150,1730,19523,84,29071,6116,1402,34,4547,4482,3792,640,13,243
"Richmond County, Georgia",0500000US13245,199100,33.2,80324,107825,514,3407,140,2075,86283,73214,41732,31482,80749,626,989,1459,4832,11398,61445,101700,264,190330,45117,20393,1083,39090,121961,65487,4473,127183,119381,102265,20926,13,245
"Rockdale County, Georgia",0500000US13247,84303,36.9,39798,37703,340,1653,58,3234,33003,29002,20431,8571,24674,181,57,252,898,3185,20101,164700,89,83394,10723,24606,787,55819,44069,30080,571,52846,46083,45216,11316,13,247
"Schley County, Georgia",0500000US13249,4885,38.0,3175,1173,0,199,0,55,2223,1743,1258,485,1443,99,0,31,321,70,922,98200,0,4850,1109,16815,0,34691,3666,974,28,3125,2702,2593,293,13,249
"Screven County, Georgia",0500000US13251,14697,39.6,7944,6539,0,10,0,30,6776,4682,3607,1075,2948,82,60,137,388,295,1986,79700,0,14441,3673,16647,32,31963,12357,2244,48,8794,8637,7332,959,13,251
"Seminole County, Georgia",0500000US13253,8784,43.8,5699,2927,0,53,0,17,4807,3059,2446,613,1984,7,36,160,15,623,1143,74800,0,8660,2363,18692,76,29639,6406,2162,49,5085,4957,4329,517,13,253
"Spalding County, Georgia",0500000US13255,63713,36.8,40376,20945,172,480,0,826,26660,22920,14625,8295,23322,117,111,302,1938,3533,17321,121000,80,62725,13107,19547,411,41163,48674,12472,565,39091,36859,33373,4732,13,255
"Stephens County, Georgia",0500000US13257,25964,40.2,22251,2867,112,221,10,122,12592,9175,6885,2290,6590,49,0,175,612,1075,4679,111700,53,24607,5400,18592,238,37502,18383,6917,121,15592,15077,13084,2135,13,257
"Stewart County, Georgia",0500000US13259,5887,41.0,2156,3378,0,16,0,311,2612,2183,1460,723,1780,37,36,134,600,392,581,48800,0,5479,1281,15944,5,30417,4322,1184,31,3501,3124,3052,351,13,259
"Sumter County, Georgia",0500000US13261,32825,33.9,14654,17123,28,442,0,317,13922,11473,7108,4365,11419,121,86,408,763,1510,8531,87500,0,30985,8638,18368,117,34416,26887,4490,182,20265,18791,15952,3053,13,261
"Talbot County, Georgia",0500000US13263,6879,42.7,2634,4156,0,0,0,0,3380,2701,2134,567,1318,0,48,114,76,339,741,83300,0,6854,1682,18051,23,33404,5937,893,11,4291,4156,3841,456,13,263
"Taliaferro County, Georgia",0500000US13265,1791,40.6,683,1015,0,25,0,10,1038,638,452,186,522,31,15,0,43,70,363,67400,0,1773,542,13347,5,24125,1387,341,2,1117,1052,877,74,13,265
"Tattnall County, Georgia",0500000US13267,24720,35.7,15883,7001,76,124,0,1287,9881,7844,5391,2453,6335,98,79,260,360,1411,4127,78900,18,20983,5263,15741,118,33863,17974,4823,324,16489,14396,13949,1544,13,267
"Taylor County, Georgia",0500000US13269,8794,39.6,5155,3548,0,4,0,56,4537,3460,2469,991,2572,49,7,38,170,543,1765,64100,0,8501,2476,15594,36,27479,7493,1115,26,5272,5193,4607,289,13,269
"Telfair County, Georgia",0500000US13271,16177,40.1,9662,6200,87,31,0,138,7127,5780,3511,2269,5225,68,77,201,443,928,3508,56700,2,12736,4189,12959,22,23777,12229,2171,29,10813,9113,9159,923,13,271
"Terrell County, Georgia",0500000US13273,9530,38.3,3516,5860,4,54,0,18,4116,3427,2126,1301,3339,49,39,96,480,783,1892,75400,2,9119,2818,15896,9,30953,8048,1260,18,5727,5499,4797,514,13,273
"Thomas County, Georgia",0500000US13275,44609,39.2,26450,16585,45,371,37,792,20103,17356,10381,6975,17002,210,240,352,1801,2652,11747,128100,73,43574,10698,20716,440,34419,30902,12630,137,26667,25711,23010,4621,13,275
"Tift County, Georgia",0500000US13277,40204,34.4,25328,11783,15,574,0,2251,16411,14164,8983,5181,14457,11,109,238,744,2869,10486,109700,10,38899,9062,18704,212,37414,29460,8108,188,24647,21434,19748,3768,13,277
"Toombs County, Georgia",0500000US13279,27269,35.1,18972,6884,203,171,0,540,12138,10133,6236,3897,10047,56,136,140,514,1692,7509,92200,0,26836,6619,18466,246,32462,20792,4757,72,15962,14100,13665,1891,13,279
"Towns County, Georgia",0500000US13281,10502,50.5,10161,100,37,21,0,110,7724,4499,3882,617,1469,13,31,23,116,226,1060,187600,138,9782,1222,21642,67,39309,5776,4457,30,5837,5702,4796,885,13,281
"Treutlen County, Georgia",0500000US13283,6846,37.1,4454,2213,0,47,0,16,2983,2500,1541,959,2288,35,70,19,610,191,1363,66000,0,6399,1493,18030,47,31848,5746,1011,19,4242,4127,3763,334,13,283
"Troup County, Georgia",0500000US13285,66422,35.9,40940,22502,95,1009,0,1138,27828,24233,15472,8761,23364,57,419,308,1631,3389,17560,129100,177,64478,13167,20351,435,41961,45425,18187,363,40617,38064,34058,6865,13,285
"Turner County, Georgia",0500000US13287,8973,36.8,5157,3778,0,1,0,0,3854,3065,2014,1051,2857,54,112,12,351,573,1755,84300,6,8693,2091,17265,17,29851,7686,1115,26,5318,5186,4496,462,13,287
"Twiggs County, Georgia",0500000US13289,9200,43.7,5114,3937,8,0,4,109,4254,3088,2417,671,2181,7,30,136,452,614,942,68900,0,9078,2054,16022,23,27715,8271,847,14,5826,5705,4841,499,13,289
"Union County, Georgia",0500000US13291,21217,50.0,20647,312,0,27,27,72,13935,9118,7073,2045,4140,150,117,505,158,584,2626,199600,111,20833,3180,24124,220,43146,10695,9722,291,11975,11244,10769,2404,13,291
"Upson County, Georgia",0500000US13293,27235,40.5,18960,7516,92,158,0,237,12182,10416,7137,3279,8797,61,409,39,963,1511,5814,92500,9,26642,5343,17482,24,34068,22806,3918,30,16524,16061,14040,1413,13,293
"Walker County, Georgia",0500000US13295,68370,39.4,63426,3041,216,365,29,426,29942,26256,19390,6866,17486,221,116,638,676,2967,12868,109300,135,66791,10671,20459,314,39578,33298,33598,445,41960,40741,36585,5305,13,295
"Walton County, Georgia",0500000US13297,83003,37.1,66277,13170,258,1009,8,1287,32258,29488,22529,6959,18261,106,297,197,1366,1842,14453,163100,154,82095,11303,22993,587,51347,55069,23334,924,51028,47873,44432,8360,13,297
"Ware County, Georgia",0500000US13299,36181,37.6,24017,10647,113,334,11,720,16328,13091,8702,4389,11476,16,174,307,715,1686,8578,83900,11,33383,7492,18513,185,35431,27247,7567,164,22059,20885,18583,2602,13,299
"Warren County, Georgia",0500000US13301,5873,43.7,2179,3576,0,111,0,0,2965,2269,1607,662,1582,86,62,121,180,105,1028,60100,0,5800,1467,17423,25,33330,5109,674,23,3479,3314,3077,149,13,301
"Washington County, Georgia",0500000US13303,21175,38.8,9674,11205,0,58,0,45,9010,7082,5101,1981,5480,100,71,221,736,845,3507,81800,7,19654,4952,15840,47,31784,18202,2530,127,13220,12889,11278,1252,13,303
"Wayne County, Georgia",0500000US13305,29988,37.5,22460,6210,33,64,8,838,12109,10214,7227,2987,8151,90,50,133,503,940,6435,86400,66,27638,5148,18441,87,39470,21665,6911,291,18658,17393,16180,1922,13,305
"Webster County, Georgia",0500000US13307,2760,47.6,1630,957,0,32,0,39,1599,1270,1026,244,473,0,0,14,79,43,337,59800,0,2755,614,20524,16,29583,2461,245,11,1778,1682,1598,218,13,307
"Wheeler County, Georgia",0500000US13309,7354,36.4,4070,3202,11,52,0,9,2285,1687,1215,472,1353,46,0,76,100,344,787,62300,0,4702,1302,9412,0,31456,6093,1120,104,5224,5116,4382,404,13,309
"White County, Georgia",0500000US13311,26840,42.0,25450,882,80,56,38,59,15610,12459,9459,3000,5839,52,49,88,158,405,5087,176000,134,26304,4646,23849,238,39666,17470,8672,242,16356,15896,13967,2657,13,311
"Whitfield County, Georgia",0500000US13313,101234,33.9,82779,3982,382,1137,0,10618,39420,34514,23356,11158,31683,103,181,311,1833,4933,24322,129100,56,99983,19192,20139,860,42379,57002,25160,778,61424,42113,51665,7946,13,313
"Wilcox County, Georgia",0500000US13315,9131,39.1,5529,3312,41,37,0,147,3514,2661,2081,580,1514,11,64,161,61,338,879,65800,8,7145,1959,12561,11,31712,7349,1567,47,5990,5657,5135,394,13,315
"Wilkes County, Georgia",0500000US13317,10485,43.3,5510,4526,150,0,10,182,5160,4138,2907,1231,3070,116,3,85,88,663,2115,96500,56,10302,2577,17397,38,28989,8269,1971,101,6207,5950,5459,803,13,317
"Wilkinson County, Georgia",0500000US13319,9617,40.5,5743,3764,9,0,0,54,4484,3356,2772,584,1874,33,148,93,219,124,1257,71500,6,9531,1881,18488,33,37500,8494,992,19,5742,5655,4896,659,13,319
"Worth County, Georgia",0500000US13321,21741,39.4,15178,6197,15,49,0,87,9259,8039,5950,2089,5179,35,144,279,310,982,3429,83500,6,21503,4860,18810,80,38336,17919,3472,79,13236,12913,11208,996,13,321
"Hawaii County, Hawaii",0500000US15001,182997,40.6,61467,1122,638,42712,20918,4290,81221,64270,42334,21936,60896,816,867,2294,6019,10372,40528,342100,2436,179850,28362,25573,1922,53591,105109,53664,3199,114900,92453,99460,25610,15,001
"Honolulu County, Hawaii",0500000US15003,944287,37.7,198788,19293,2098,419904,87573,10246,336011,307248,174863,132385,361509,4692,7246,11593,38184,62932,236862,560300,15471,915611,85542,30016,18681,71263,513739,212400,32976,598530,425794,501728,168388,15,003
"Kalawao County, Hawaii",0500000US15005,57,62.9,26,0,0,13,13,0,98,46,0,46,55,4,0,9,17,4,21,-666666666,0,56,4,49995,0,56875,10,25,6,33,25,33,13,15,005
"Kauai County, Hawaii",0500000US15007,66306,41.1,21898,365,161,22745,6177,402,29508,21884,13925,7959,22652,665,588,705,3144,3768,13782,561600,1722,65227,6513,26591,806,64422,37276,18390,761,41485,32797,36395,9125,15,007
"Maui County, Hawaii",0500000US15009,152907,39.4,53729,848,301,38900,14476,1355,69556,52065,30365,21700,55431,779,711,1729,5174,8371,38667,594400,4178,151146,13966,29654,3057,64583,82645,43987,2277,98455,79163,86787,22667,15,009
